Seq,Name,m_Name,RAJ2000,DEJ2000,Sp,Mass,e_Mass,Rad,e_Rad,logg,e_logg,Teff,e_Teff,Remark,SimbadName
223," TYC 4896-1029-1",p,149.27758333333333,-1.3439749999999997," ",1.29,0.09,1.35,0.01,4.288,0.031,6440,,"***"," TYC 4896-1029-1"
224," TYC 4896-1029-1",s,149.27758333333333,-1.3439749999999997," ",1.33,0.09,1.36,0.01,4.295,0.03,6160,195,"***"," TYC 4896-1029-1"
219," ASAS-09",p,144.55629166666665,-1.0744166666666666,"K",0.758,0.032,0.769,0.012,4.546,0.023,4360,150,"** "," ASAS J093813-0104.3"
220," ASAS-09",s,144.55629166666665,-1.0744166666666666,"K",0.761,0.021,0.766,0.013,4.551,0.019,4360,150,"*  "," ASAS J093813-0104.3"
229," MG1-646680",p,157.73004166666664,3.5740472222222217,"M1V",0.499,0.002,0.457,0.005,4.817,0.01,3720,20,"*  "," MOTESS-GNAT 646680"
230," MG1-646680",s,157.73004166666664,3.5740472222222217,"M2V",0.444,0.002,0.427,0.004,4.825,0.008,3630,20,"*  "," MOTESS-GNAT 646680"
231," UV Leo",p,159.58654166666665,14.267686111111109,"G0V",1.126,0.09,0.958,0.024,4.527,0.041,6129,67,"***"," UV Leo"
232," UV Leo",s,159.58654166666665,14.267686111111109,"G2V",1.08,0.097,1.197,0.042,4.316,0.05,5741,59,"***"," UV Leo"
353," V1647 Sgr",p,269.80612499999995,-36.93884444444444,"A1V",2.184,0.04,1.908,0.021,4.216,0.012,9600,310,"*  "," V1647 Sgr"
354," V1647 Sgr",s,269.80612499999995,-36.93884444444444,"A2V",1.967,0.03,1.741,0.021,4.251,0.012,9100,300,"*  "," V1647 Sgr"
349," V906 Sco",p,268.47820833333327,-34.75272222222222,"B9V",3.37,0.071,4.525,0.035,3.655,0.011,10400,500,"*  "," V906 Sco"
350," V906 Sco",s,268.47820833333327,-34.75272222222222,"B9V",3.246,0.069,3.518,0.039,3.857,0.013,10700,500,"*  "," V906 Sco"
355," V3903 Sgr",p,272.32374999999996,-23.98839444444444,"O7V",27.204,0.549,8.12,0.086,4.054,0.013,38000,1900,"*  "," V3903 Sgr"
356," V3903 Sgr",s,272.32374999999996,-23.98839444444444,"O9V",18.964,0.439,6.149,0.06,4.139,0.013,34100,1700,"*  "," V3903 Sgr"
359," V1980 Sgr",p,276.3521666666666,-25.177827777777775,"K5",1.227,0.039,12.97,0.97,2.301,0.066,4783,82,"2  "," V1980 Sgr"
360," V1980 Sgr",s,276.3521666666666,-25.177827777777775,"K5",1.269,0.04,12.74,1.06,2.331,0.074,4600,163,"2  "," V1980 Sgr"
357," 2MASS J18251003",p,276.29175,-24.590047222222218," ",3.353,0.025,23.44,2.97,2.224,0.11,4830,97,"2  "," 2MASS J18251003-2435242"
358," 2MASS J18251003",s,276.29175,-24.590047222222218," ",3.377,0.024,15.26,3.89,2.6,0.221,4800,107,"1  "," 2MASS J18251003-2435242"
385," YY Sgr",p,281.14941666666664,-19.389641666666662,"B5V",3.897,0.13,2.576,0.03,4.207,0.018,14800,700,"*  "," YY Sgr"
386," YY Sgr",s,281.14941666666664,-19.389641666666662,"B6V",3.482,0.09,2.344,0.05,4.24,0.022,14125,670,"** "," YY Sgr"
387," ASASJ184949-1518.7",p,282.45554166666665,-15.312483333333331," ",1.91,0.05,3.0,0.7,3.765,0.203,6630,320,"1  "," ASASJ184949-1518.7"
388," ASASJ184949-1518.7",s,282.45554166666665,-15.312483333333331," ",2.19,0.04,9.0,3.0,2.87,0.29,4560,120,"1  "," ASASJ184949-1518.7"
409," V805 Aql",p,286.5758333333333,-11.649258333333332,"A2V",2.114,0.04,2.122,0.121,4.11,0.05,8185,330,"** "," V805 Aql"
410," V805 Aql",s,286.5758333333333,-11.649258333333332,"A7V",1.628,0.02,1.76,0.121,4.159,0.06,7178,300,"***"," V805 Aql"
505," IO Aqr",p,310.1894583333333,0.9391722222222221,"F5V-IV",1.569,0.004,2.191,0.015,3.953,0.006,6475,138,"*  "," IO Aqr"
506," IO Aqr",s,310.1894583333333,0.9391722222222221,"F6V-IV",1.655,0.004,2.493,0.017,3.864,0.006,6336,125,"*  "," IO Aqr"
477," MG1-1819499",p,302.96416666666664,3.622222222222222,"M1.1",0.557,0.001,0.519,0.011,4.754,0.018,3690,80,"*  "," MOTESS-GNAT 1819499"
478," MG1-1819499",s,302.96416666666664,3.622222222222222,"M1.1",0.535,0.001,0.456,0.007,4.849,0.013,3610,80,"*  "," MOTESS-GNAT 1819499"
499," MR Del",p,307.80612499999995,5.219027777777777,"K2V",0.686,0.065,0.649,0.02,4.65,0.049,4900,,"***"," MR Del"
500," MR Del",s,307.80612499999995,5.219027777777777,"K6V",0.628,0.064,0.829,0.02,4.399,0.049,4400,20,"2  "," MR Del"
383," V1331 Aql",p,281.0532916666666,-1.554322222222222,"B1V",10.079,0.11,4.253,0.03,4.184,0.008,25400,100,"*  "," V1331 Aql"
384," V1331 Aql",s,281.0532916666666,-1.554322222222222,"B1.5V",5.282,0.1,4.043,0.03,3.948,0.01,20100,140,"*  "," V1331 Aql"
361," EG Ser",p,276.5091666666666,-1.6809499999999997,"A1V",2.2,0.05,1.689,0.01,4.326,0.011,9900,200,"*  "," EG Ser"
362," EG Ser",s,276.5091666666666,-1.6809499999999997,"A1V",1.99,0.03,1.549,0.01,4.357,0.009,9100,200,"*  "," EG Ser"
373," V413 Ser",p,278.7842083333333,0.04300555555555555,"B8V",3.654,0.05,3.2,0.05,3.991,0.015,11100,300,"*  "," V413 Ser"
374," V413 Ser",s,278.7842083333333,0.04300555555555555,"B9V",3.318,0.04,2.921,0.05,4.028,0.016,10350,280,"*  "," V413 Ser"
393," BD+03 3821",p,283.1679583333333,4.053263888888888,"B8V",4.261,0.116,3.83,0.03,3.901,0.014,13140,1500,"*  "," BD+03 3821"
394," BD+03 3821",s,283.1679583333333,4.053263888888888,"B8V",2.819,0.114,2.073,0.02,4.255,0.019,12044,100,"** "," BD+03 3821"
375," HD 172189",p,279.6564583333333,5.465372222222221,"A5V",2.06,0.15,4.017,0.094,3.544,0.038,7920,15,"***"," HD 172189"
376," HD 172189",s,279.6564583333333,5.465372222222221,"A6.5V",1.869,0.14,2.969,0.07,3.765,0.038,7608,15,"***"," HD 172189"
381," CoRoT 105906206",p,280.82062499999995,5.966736111111111,"F3",2.25,0.04,4.24,0.02,3.536,0.009,6750,150,"*  "," CoRoT 105906206"
382," CoRoT 105906206",s,280.82062499999995,5.966736111111111," ",1.29,0.03,1.34,0.01,4.295,0.012,6152,162,"*  "," CoRoT 105906206"
425," V1430 Aql",p,290.4520416666666,4.549144444444444,"G2V",0.957,0.01,1.101,0.01,4.336,0.009,5262,150,"*  "," V1430 Aql"
426," V1430 Aql",s,290.4520416666666,4.549144444444444,"K4V",0.859,0.02,0.851,0.01,4.512,0.014,4930,100,"*  "," V1430 Aql"
401," V1665 Aql",p,284.04124999999993,7.935613888888888,"B9V",3.965,0.399,4.131,0.1,3.804,0.048,12300,350,"***"," V1665 Aql"
402," V1665 Aql",s,284.04124999999993,7.935613888888888,"B9V",3.656,0.37,2.601,0.06,4.171,0.048,11650,310,"***"," V1665 Aql"
399," V1182 Aql",p,283.84637499999997,9.346688888888888,"O5.5V",31.0,0.6,9.0,0.18,4.021,0.019,43000,500,"*  "," V1182 Aql"
400," V1182 Aql",s,283.84637499999997,9.346688888888888,"O9.5V",16.6,0.4,4.86,0.18,4.285,0.034,30500,500,"** "," V1182 Aql"
431," V415 Aql",p,292.6822083333333,13.672438888888887,"F6",1.798,0.16,2.972,0.901,3.747,0.266,6590,,"1  "," V415 Aql"
432," V415 Aql",s,292.6822083333333,13.672438888888887,"F6",1.676,0.15,2.341,0.8,3.924,0.299,6050,,"1  "," V415 Aql"
343," BD-00 3357",p,266.5809166666666,-0.31058333333333327,"F0V",1.724,0.04,1.78,0.2,4.174,0.098,7250,30,"***"," BD-00 3357"
344," BD-00 3357",s,266.5809166666666,-0.31058333333333327,"F6.6V",1.339,0.03,1.32,0.07,4.324,0.047,6425,30,"** "," BD-00 3357"
329," U Oph",p,259.13216666666665,1.2105444444444442,"B5V",4.831,0.049,3.244,0.059,4.1,0.016,16900,1500,"*  "," U Oph"
330," U Oph",s,259.13216666666665,1.2105444444444442,"B5V",4.29,0.038,2.968,0.049,4.126,0.015,16000,1500,"*  "," U Oph"
327," V2368 Oph",p,259.0594166666666,2.1862027777777775,"A2",2.417,0.018,3.857,0.019,3.649,0.005,9300,200,"*  "," V2368 Oph"
328," V2368 Oph",s,259.0594166666666,2.1862027777777775,"A2",2.525,0.065,3.74,0.019,3.695,0.012,9500,200,"*  "," V2368 Oph"
323," WZ Oph",p,256.6626666666666,7.782716666666666,"F8V",1.227,0.007,1.401,0.012,4.234,0.008,6165,100,"*  "," WZ Oph"
324," WZ Oph",s,256.6626666666666,7.782716666666666,"F8V",1.22,0.006,1.419,0.012,4.221,0.008,6115,100,"*  "," WZ Oph"
293," V335 Ser",p,239.77399999999997,0.5957083333333333,"A1V",2.029,0.01,2.039,0.02,4.127,0.009,9506,289,"*  "," V335 Ser"
294," V335 Ser",s,239.77399999999997,0.5957083333333333,"A3V",1.844,0.02,1.607,0.01,4.292,0.007,8872,248,"*  "," V335 Ser"
285," AQ Ser",p,230.56324999999995,2.503080555555555,"F5",1.346,0.024,2.281,0.014,3.851,0.009,6430,100,"*  "," AQ Ser"
286," AQ Ser",s,230.56324999999995,2.503080555555555,"F6",1.417,0.022,2.451,0.027,3.811,0.012,6340,100,"*  "," AQ Ser"
325," V2365 Oph",p,257.19075,9.186149999999998,"A",1.964,0.017,2.191,0.009,4.05,0.005,9500,200,"*  "," V2365 Oph"
326," V2365 Oph",s,257.19075,9.186149999999998,"G",1.055,0.01,0.934,0.004,4.521,0.006,6400,210,"*  "," V2365 Oph"
321," V2626 Oph",p,256.3834583333333,10.546469444444442,"A7V",1.758,0.13,3.239,0.081,3.663,0.039,7760,64,"***"," V2626 Oph"
322," V2626 Oph",s,256.3834583333333,10.546469444444442,"F2V",1.276,0.11,1.289,0.033,4.324,0.044,7205,64,"***"," V2626 Oph"
347," V2653 Oph",p,268.19699999999995,3.7941027777777774,"F2V",1.537,0.021,2.215,0.055,3.934,0.022,6950,480,"*  "," V2653 Oph"
348," V2653 Oph",s,268.19699999999995,3.7941027777777774,"F7V",1.273,0.019,2.0,0.056,3.941,0.025,6350,650,"*  "," V2653 Oph"
369," V451 Oph",p,277.3085,10.892066666666665,"B9",2.769,0.06,2.646,0.03,4.035,0.014,10800,800,"*  "," V451 Oph"
370," V451 Oph",s,277.3085,10.892066666666665,"A0V",2.351,0.05,2.032,0.03,4.194,0.016,9800,500,"*  "," V451 Oph"
363," TYC 1031 1262 1",p,276.54791666666665,12.209666666666665,"F8II",1.64,0.151,26.9,0.9,1.794,0.049,5880,200,"2  "," TYC 1031 1262 1"
364," TYC 1031 1262 1",s,276.54791666666665,12.209666666666665,"G6II",0.934,0.109,15.0,0.7,2.057,0.065,4890,125,"2  "," TYC 1031 1262 1"
371," RX Her",p,277.6635833333333,12.611205555555554,"B9.5V",2.748,0.09,2.458,0.111,4.096,0.042,11100,,"** "," RX Her"
372," RX Her",s,277.6635833333333,12.611205555555554,"A0V",2.326,0.064,1.998,0.111,4.204,0.05,10016,71,"** "," RX Her"
341," V624 Her",p,266.071875,14.410066666666665,"A3Vm",2.277,0.014,3.028,0.03,3.833,0.009,8150,150,"*  "," V624 Her"
342," V624 Her",s,266.071875,14.410066666666665,"A7V",1.876,0.013,2.208,0.03,4.024,0.012,7945,150,"*  "," V624 Her"
351," Z Her",p,269.5290833333333,15.139416666666664,"F5V",1.611,0.07,1.859,0.06,4.107,0.034,6397,75,"** "," Z Her"
352," Z Her",s,269.5290833333333,15.139416666666664,"K0IV",1.312,0.03,2.743,0.08,3.68,0.027,4977,175,"2  "," Z Her"
395," DI Her",p,283.35933333333327,24.277999999999995,"B4V",5.173,0.1,2.679,0.05,4.296,0.018,16980,800,"*  "," DI Her"
396," DI Her",s,283.35933333333327,24.277999999999995,"B5V",4.524,0.06,2.479,0.05,4.305,0.018,15135,715,"*  "," DI Her"
365," V994 Her-B",p,276.9412083333333,24.69741111111111,"A2V",1.868,0.12,1.583,0.08,4.311,0.052,9000,250,"***"," ADS 11373 B"
366," V994 Her-A",p,276.9412083333333,24.69740833333333,"B8V",2.828,0.2,2.123,0.049,4.236,0.037,12000,250,"***"," ADS 11373 A"
367," V994 Her-B",s,276.9412083333333,24.69741111111111,"A4V",1.859,0.12,1.493,0.08,4.36,0.054,8450,70,"***"," ADS 11373 B"
368," V994 Her-A",s,276.9412083333333,24.69740833333333,"A0V",2.299,0.16,1.688,0.039,4.345,0.036,9450,90,"***"," ADS 11373 A"
337," LV Her",p,263.885,23.175166666666662,"F9V",1.192,0.01,1.358,0.012,4.249,0.008,6060,150,"*  "," LV Her"
338," LV Her",s,263.885,23.175166666666662,"F9V",1.169,0.008,1.313,0.011,4.27,0.008,6030,150,"*  "," LV Her"
339," V501 Her",p,263.9310833333333,30.64308333333333,"G3",1.2689,0.0035,2.0016,0.0031,3.939,0.002,5683,100,"*  "," V501 Her"
340," V501 Her",s,263.9310833333333,30.64308333333333,"G3",1.2113,0.0032,1.5112,0.0027,4.163,0.002,5720,100,"*  "," V501 Her"
121," TZ Men",p,82.55787499999998,-84.78510277777777,"B9.5V",2.482,0.025,2.017,0.02,4.224,0.01,10400,500,"*  "," TZ Men"
122," TZ Men",s,82.55787499999998,-84.78510277777777,"A",1.5,0.01,1.433,0.015,4.302,0.01,7200,300,"*  "," TZ Men"
19," CD-80 28",p,16.409166666666664,-80.06129444444443,"K2",1.415,0.051,2.02,0.29,3.978,0.126,6156,176,"***"," CD-80 28"
20," CD-80 28",s,16.409166666666664,-80.06129444444443,"K2",1.467,0.029,5.27,0.16,3.161,0.028,4889,98,"2  "," CD-80 28"
119," UX Men",p,82.51324999999999,-76.24870555555555,"F8V",1.235,0.006,1.349,0.013,4.27,0.009,6200,100,"*  "," UX Men"
120," UX Men",s,82.51324999999999,-76.24870555555555,"F8V",1.196,0.007,1.275,0.013,4.305,0.009,6150,100,"*  "," UX Men"
11," NGC 104 WSB V69",p,5.720624999999999,-72.06129999999999,"G",0.876,0.005,1.316,0.005,4.142,0.004,5945,150,"GLB"," Cl* NGC 104 WSB V69"
12," NGC 104 WSB V69",s,5.720624999999999,-72.06129999999999,"G",0.859,0.006,1.163,0.006,4.241,0.005,5959,150,"GLB"," Cl* NGC 104 WSB V69"
21," zet Phe",p,17.096166666666665,-55.2457611111111,"B6V",3.922,0.045,2.853,0.02,4.121,0.008,14550,350,"*  "," zet Phe"
22," zet Phe",s,17.096166666666665,-55.2457611111111,"B8V",2.545,0.026,1.854,0.02,4.308,0.01,11910,200,"*  "," zet Phe"
23," AI Phe",p,17.39245833333333,-46.26558055555555,"F7V",1.197,0.004,1.835,0.014,3.989,0.007,6310,150,"2  "," AI Phe"
24," AI Phe",s,17.39245833333333,-46.26558055555555,"K0IV",1.247,0.004,2.912,0.014,3.606,0.004,5010,120,"2  "," AI Phe"
29," 2MASS J01132817-3821024",p,18.367375,-38.350694444444436,"M1V",0.613,0.03,0.596,0.02,4.675,0.036,3750,250,"** "," 2MASS J01132817-3821024"
30," 2MASS J01132817-3821024",s,18.367375,-38.350694444444436,"M3V",0.445,0.019,0.445,0.024,4.79,0.05,3085,300,"** "," 2MASS J01132817-3821024"
63," TZ For",p,48.66704166666666,-35.55766666666666,"F7 III",1.945,0.03,3.974,0.09,3.529,0.021,6350,100,"*  "," TZ For"
64," TZ For",s,48.66704166666666,-35.55766666666666,"G8III",2.045,0.06,8.349,0.12,2.906,0.018,5000,100,"2  "," TZ For"
55," AE For",p,47.02774999999999,-24.76048333333333,"K7Ve",0.6314,0.0035,0.67,0.03,4.587,0.039,4100,,"** "," AE For"
56," AE For",s,47.02774999999999,-24.76048333333333,"K7Ve",0.6197,0.0034,0.63,0.03,4.632,0.041,4055,6,"** "," AE For"
51," CW Eri",p,45.99979166666666,-17.737794444444443,"F1V",1.583,0.02,2.093,0.05,3.996,0.021,6840,86,"*  "," CW Eri"
52," CW Eri",s,45.99979166666666,-17.737794444444443,"F4V",1.327,0.01,1.569,0.07,4.17,0.039,6561,100,"** "," CW Eri"
233," RZ Cha",p,160.60041666666663,-82.037275,"F5V",1.506,0.035,2.282,0.02,3.9,0.013,6457,160,"*  "," RZ Cha"
234," RZ Cha",s,160.60041666666663,-82.037275,"F5V",1.514,0.04,2.282,0.02,3.902,0.014,6457,160,"*  "," RZ Cha"
203," RS Cha",p,130.800875,-79.07008055555555,"A8V",1.823,0.012,2.15,0.06,4.034,0.024,7638,76,"*  "," RS Cha"
204," RS Cha",s,130.800875,-79.07008055555555,"A8V",1.764,0.012,2.36,0.06,3.939,0.022,7228,72,"*  "," RS Cha"
235," DW Car",p,160.7919583333333,-60.03659444444444,"B1V",11.341,0.12,4.561,0.045,4.175,0.01,27900,1000,"*  "," DW Car"
236," DW Car",s,160.7919583333333,-60.03659444444444,"B1V",10.626,0.14,4.299,0.055,4.198,0.012,26500,1000,"*  "," DW Car"
221," QX Car",p,148.64116666666663,-58.421274999999994,"B3V",9.246,0.12,4.293,0.06,4.139,0.013,23800,500,"*  "," QX Car"
222," QX Car",s,148.64116666666663,-58.421274999999994,"B3V",8.46,0.12,4.053,0.06,4.15,0.014,22600,500,"*  "," QX Car"
181," V392 Car",p,119.54366666666665,-60.86588888888888,"A2V",1.9,0.024,1.624,0.03,4.296,0.017,8850,200,"*  "," V392 Car"
182," V392 Car",s,119.54366666666665,-60.86588888888888,"A2V",1.853,0.024,1.6,0.031,4.298,0.018,8650,200,"*  "," V392 Car"
209," del Vel",p,131.1759583333333,-54.70882222222222,"A1V",3.191,0.026,3.209,0.043,3.93,0.012,9450,,"*  "," del Vel"
210," del Vel",s,131.1759583333333,-54.70882222222222,"A1V",2.987,0.026,2.723,0.054,4.043,0.018,9830,,"*  "," del Vel"
211," CV Vel",p,135.15829166666666,-51.55557222222222,"B2.5V",6.067,0.011,4.08,0.03,4.0,0.006,18000,500,"*  "," CV Vel"
212," CV Vel",s,135.15829166666666,-51.55557222222222,"B2.5V",5.952,0.011,3.94,0.03,4.022,0.007,17780,500,"*  "," CV Vel"
205," V467 Vel",p,130.95749999999998,-46.119119444444436,"O6.5V(f)",25.3,0.7,9.99,0.09,3.842,0.014,36200,,"*  "," V467 Vel"
206," V467 Vel",s,130.95749999999998,-46.119119444444436," ",8.25,0.17,3.49,0.03,4.269,0.012,25260,80,"*  "," V467 Vel"
247," V346 Cen",p,175.70699999999997,-62.43483333333332,"B0.5IV",12.0,0.07,8.248,0.014,3.685,0.003,27141,,"*  "," V346 Cen"
248," V346 Cen",s,175.70699999999997,-62.43483333333332,"B2V",8.47,0.1,4.118,0.015,4.137,0.006,25376,18,"*  "," V346 Cen"
241," EM Car",p,168.01879166666663,-61.09525833333333,"O8V",22.833,0.319,9.356,0.17,3.855,0.017,34000,2000,"*  "," EM Car"
242," EM Car",s,168.01879166666663,-61.09525833333333,"O8V",21.376,0.329,8.345,0.16,3.925,0.018,34000,2000,"*  "," EM Car"
215," PT Vel",p,137.74049999999997,-43.26748055555555,"A1V",2.199,0.016,2.095,0.02,4.138,0.009,9247,150,"*  "," PT Vel"
216," PT Vel",s,137.74049999999997,-43.26748055555555,"A6V",1.626,0.009,1.56,0.02,4.263,0.011,7638,180,"*  "," PT Vel"
179," MW Pup",p,119.00708333333331,-44.912949999999995,"A3V",2.2,0.06,1.84,0.03,4.251,0.018,8502,200,"*  "," MW Pup"
180," MW Pup",s,119.00708333333331,-44.912949999999995,"A3V",1.88,0.07,1.72,0.03,4.241,0.022,8026,222,"** "," MW Pup"
201," TZ Pyx",p,130.28441666666666,-32.20083888888888,"A8/9V",2.075,0.04,2.356,0.033,4.011,0.015,7468,203,"*  "," TZ Pyx"
202," TZ Pyx",s,130.28441666666666,-32.20083888888888,"A8/9V",2.003,0.079,2.026,0.031,4.127,0.022,7521,208,"** "," TZ Pyx"
225," HS Hya",p,156.1532083333333,-19.092488888888887,"F4V",1.255,0.008,1.278,0.007,4.324,0.006,6500,50,"*  "," HS Hya"
226," HS Hya",s,156.1532083333333,-19.092488888888887,"F4V",1.219,0.007,1.22,0.007,4.352,0.006,6400,50,"*  "," HS Hya"
193," VV Pyx",p,126.88862499999998,-20.84395833333333,"A1V",2.097,0.018,2.169,0.02,4.087,0.009,9500,200,"*  "," VV Pyx"
194," VV Pyx",s,126.88862499999998,-20.84395833333333,"A1V",2.094,0.018,2.169,0.2,4.087,0.08,9500,200,"***"," VV Pyx"
189," ASAS-08",p,126.46499999999999,-16.379805555555553,"K",0.703,0.003,0.694,0.009,4.603,0.011,4350,200,"*  "," ASAS J082552-1622.8"
190," ASAS-08",s,126.46499999999999,-16.379805555555553,"K",0.687,0.003,0.699,0.013,4.586,0.016,4090,200,"*  "," ASAS J082552-1622.8"
217," KW Hya",p,138.1085,-7.1098277777777765,"A5Vm",1.973,0.036,2.129,0.015,4.077,0.01,8000,200,"*  "," KW Hya"
218," KW Hya",s,138.1085,-7.1098277777777765,"F0-1V",1.485,0.017,1.486,0.022,4.266,0.014,6900,200,"*  "," KW Hya"
199," VZ Hya",p,127.92254166666665,-6.318766666666666,"F5V",1.271,0.009,1.315,0.005,4.305,0.005,6645,150,"*  "," VZ Hya"
200," VZ Hya",s,127.92254166666665,-6.318766666666666,"F7V",1.146,0.006,1.113,0.007,4.405,0.006,6290,150,"*  "," VZ Hya"
333," NGC 6362 SAW V41",p,262.8975,-67.06722222222221," ",0.8215,0.0058,1.0739,0.0048,4.291,0.005,6124,121,"GLB"," Cl* NGC 6362 SAW V41"
334," NGC 6362 SAW V41",s,262.8975,-67.06722222222221," ",0.728,0.0047,0.7307,0.0046,4.573,0.006,5747,122,"GLB"," Cl* NGC 6362 SAW V41"
335," NGC 6362 SAW V40",p,263.0170833333333,-67.06249999999999," ",0.8337,0.0063,1.3253,0.0077,4.115,0.006,6156,123,"GLB"," Cl* NGC 6362 SAW V40"
336," NGC 6362 SAW V40",s,263.0170833333333,-67.06249999999999," ",0.7947,0.0048,0.997,0.013,4.341,0.012,6100,158,"GLB"," Cl* NGC 6362 SAW V40"
313," V349 Ara",p,249.84424999999996,-60.96166666666666,"A2",2.59,0.07,3.6,0.07,3.739,0.021,9074,200,"*  "," V349 Ara"
314," V349 Ara",s,249.84424999999996,-60.96166666666666,"A5",2.51,0.06,4.15,0.07,3.602,0.018,8180,202,"*  "," V349 Ara"
259," eta Mus",p,198.81224999999998,-67.89458888888888,"B8V",3.283,0.04,2.14,0.02,4.294,0.01,12700,100,"*  "," eta Mus"
260," eta Mus",s,198.81224999999998,-67.89458888888888,"B8V",3.282,0.04,2.13,0.04,4.298,0.017,12550,300,"*  "," eta Mus"
261," SZ Cen",p,207.6462083333333,-58.499197222222215,"A7V",2.272,0.025,4.555,0.023,3.478,0.006,8000,300,"*  "," SZ Cen"
262," SZ Cen",s,207.6462083333333,-58.499197222222215,"A7V",2.311,0.021,3.622,0.021,3.684,0.006,8280,300,"*  "," SZ Cen"
345," V539 Ara",p,267.6182916666666,-53.61240555555555,"B3V",6.265,0.07,4.436,0.12,3.941,0.024,18200,1300,"*  "," V539 Ara"
346," V539 Ara",s,267.6182916666666,-53.61240555555555,"B4V",5.326,0.06,3.735,0.25,4.02,0.058,16982,1215,"***"," V539 Ara"
317," V1292 Sco",p,253.48149999999995,-41.880913888888884,"O9.5III",18.6,0.3,11.2,1.1,3.609,0.086,31900,900,"***"," V1292 Sco"
318," V1292 Sco",s,253.48149999999995,-41.880913888888884,"B1-2V-III",7.3,0.1,5.2,2.7,3.87,0.451,21800,4100,"1  "," V1292 Sco"
319," V1034 Sco",p,253.5827083333333,-41.835944444444436,"O9V",17.977,0.45,7.441,0.449,3.95,0.054,34000,150,"***"," V1034 Sco"
320," V1034 Sco",s,253.5827083333333,-41.835944444444436,"B1-1.5V",9.97,0.22,5.383,0.429,3.975,0.07,26260,150,"***"," V1034 Sco"
297," TV Nor",p,241.03849999999997,-51.54444166666666,"A2-5V",2.048,0.022,1.851,0.012,4.215,0.007,9120,148,"*  "," TV Nor"
298," TV Nor",s,241.03849999999997,-51.54444166666666,"A8-F0III",1.661,0.018,1.56,0.014,4.272,0.009,7798,108,"*  "," TV Nor"
281," GG Lup",p,229.73487499999996,-40.78822222222222,"B7V",4.16,0.12,2.42,0.05,4.29,0.022,13000,300,"*  "," GG Lup"
282," GG Lup",s,229.73487499999996,-40.78822222222222,"B9V",2.64,0.12,1.79,0.04,4.354,0.028,10600,300,"** "," GG Lup"
309," V760 Sco",p,246.18216666666663,-34.89375833333333,"B4V",4.969,0.09,3.028,0.06,4.172,0.019,16900,500,"*  "," V760 Sco"
310," V760 Sco",s,246.18216666666663,-34.89375833333333,"B4V",4.61,0.07,2.656,0.05,4.254,0.018,16300,500,"*  "," V760 Sco"
307," V69-M4",p,245.9917083333333,-26.621666666666663,"F",0.7665,0.0053,0.8655,0.0097,4.448,0.01,6084,121,"GLB"," [KTR2013] V69"
308," V69-M4",s,245.9917083333333,-26.621666666666663,"G",0.7278,0.0048,0.8074,0.008,4.486,0.009,5915,137,"GLB"," [KTR2013] V69"
305," V66-M4",p,245.88429166666663,-26.528138888888886,"F",0.7842,0.0045,0.9347,0.0048,4.391,0.005,6162,98,"GLB"," [KTR2013] V66"
306," V66-M4",s,245.88429166666663,-26.528138888888886,"G",0.7443,0.0042,0.8298,0.0053,4.472,0.006,5938,105,"GLB"," [KTR2013] V66"
303," V65-M4",p,245.86829166666664,-26.506111111111107,"F",0.8035,0.0086,1.147,0.0104,4.224,0.009,6088,108,"GLB"," [KTR2013] V65"
304," V65-M4",s,245.86829166666664,-26.506111111111107,"K",0.605,0.0044,0.611,0.0092,4.648,0.013,4812,125,"GLB"," [KTR2013] V65"
299," EPIC 203710387",p,244.12783333333329,-25.205602777777774,"M4.5-M5",0.1183,0.0028,0.417,0.01,4.271,0.023,2980,75,"2  "," EPIC 203710387"
300," EPIC 203710387",s,244.12783333333329,-25.205602777777774,"M4.5-M5",0.1076,0.0031,0.45,0.012,4.164,0.026,2840,90,"2  "," EPIC 203710387"
301," EPIC 203868608",p,244.32912499999998,-24.621849999999995,"M5V",0.0224,5.0E-4,0.282,0.005,3.888,0.018,2830,80,"2  "," EPIC 203868608"
302," EPIC 203868608",s,244.32912499999998,-24.621849999999995,"M5V",0.0246,0.001,0.255,0.004,4.016,0.022,2980,75,"2  "," EPIC 203868608"
251," EP Cru",p,189.31979166666665,-56.7881611111111,"B5V",5.02,0.13,3.59,0.035,4.029,0.014,15700,500,"*  "," EP Cru"
252," EP Cru",s,189.31979166666665,-56.7881611111111,"B5V",4.83,0.13,3.495,0.034,4.035,0.014,15400,500,"*  "," EP Cru"
273," V636 Cen",p,214.24129166666663,-49.9451,"G1V",1.052,0.005,1.024,0.004,4.44,0.004,5900,85,"*  "," V636 Cen"
274," V636 Cen",s,214.24129166666663,-49.9451,"K2V",0.854,0.003,0.835,0.004,4.526,0.004,5000,100,"*  "," V636 Cen"
263," V1200 Cen",p,208.0729583333333,-38.621338888888886,"F5V",1.394,0.03,1.39,0.15,4.297,0.094,6266,94,"***"," V1200 Cen"
264," V1200 Cen",s,208.0729583333333,-38.621338888888886," ",0.866,0.015,1.1,0.25,4.293,0.198,4650,900,"1  "," V1200 Cen"
275," Psi Cen",p,215.13929166666665,-37.88529444444444,"B9",3.114,0.016,3.634,0.007,3.811,0.003,10450,300,"*  "," Psi Cen"
276," Psi Cen",s,215.13929166666665,-37.88529444444444,"A2",1.909,0.03,1.811,0.004,4.203,0.007,8800,300,"*  "," Psi Cen"
